181, 223.0, 4.0, 53.0, 67.0
182, 140.0, 7.0, 60.0, 89.0
183, -44.0, -1.0, 67.0, 71.0
184, -2.0, 11.0, 79.0, 72.0
185, 52.0, -2.0, 82.0, 70.0
186, -6.0, 16.0, 69.0, 66.0
187, 17.0, -2.0, 80.0, 84.0
188, -33.0, 13.0, 61.0, 101.0
189, 106.0, -18.0, 60.0, 82.0
190, -148.0, 3.0, 61.0, 93.0
191, -155.0, 18.0, 54.0, 55.0
192, 2.0, 17.0, 65.0, 69.0
193, 157.0, 18.0, 44.0, 71.0
194, -82.0, 22.0, 73.0, 68.0
195, 172.0, 19.0, 80.0, 67.0
196, 52.0, -14.0, 65.0, 65.0
197, 72.0, -4.0, 56.0, 52.0
198, -161.0, -11.0, 97.0, 74.0
199, -151.0, 8.0, 76.0, 41.0
200, -65.0, -16.0, 77.0, 62.0
201, 7.0, -7.0, 68.0, 61.0
202, -167.0, -4.0, 74.0, 52.0
203, -197.0, 22.0, 83.0, 48.0
204, 199.0, 0.0, 84.0, 83.0
205, 44.0, 16.0, 79.0, 53.0
206, -119.0, -1.0, 57.0, 55.0
207, -311.0, -10.0, 70.0, 73.0
208, 97.0, -17.0, 77.0, 106.0
209, 1.0, -9.0, 68.0, 79.0
210, 8.0, -16.0, 85.0, 64.0
211, -34.0, 3.0, 76.0, 46.0
212, 103.0, 7.0, 58.0, 98.0
213, -179.0, 5.0, 61.0, 88.0
214, 23.0, -7.0, 57.0, 59.0
215, -93.0, -18.0, 67.0, 76.0
216, -227.0, -9.0, 77.0, 72.0
217, -161.0, -1.0, 55.0, 67.0
218, 122.0, -2.0, 80.0, 66.0
219, 54.0, 11.0, 67.0, 83.0
220, 11.0, 4.0, 78.0, 67.0
221, 82.0, 2.0, 67.0, 72.0
222, -29.0, 1.0, 55.0, 50.0
223, 174.0, -19.0, 74.0, 63.0
224, -62.0, 1.0, 61.0, 77.0
225, -162.0, -5.0, 49.0, 85.0
226, -100.0, 24.0, 54.0, 68.0
227, -87.0, -2.0, 66.0, 57.0
228, 20.0, 12.0, 64.0, 77.0
229, -143.0, 16.0, 70.0, 80.0
230, -197.0, 24.0, 62.0, 78.0
231, 163.0, 3.0, 76.0, 67.0
232, 125.0, -7.0, 66.0, 69.0
233, -230.0, 18.0, 61.0, 76.0
234, -79.0, 12.0, 85.0, 96.0
235, 140.0, -1.0, 56.0, 57.0
236, -89.0, 11.0, 81.0, 92.0
237, 118.0, 7.0, 71.0, 84.0
238, 180.0, -4.0, 64.0, 65.0
239, 45.0, 5.0, 62.0, 60.0
240, 100.0, -1.0, 54.0, 70.0
241, 31.0, 10.0, 79.0, 64.0
242, 120.0, 17.0, 66.0, 82.0
243, 15.0, -3.0, 49.0, 60.0
244, -46.0, 7.0, 92.0, 71.0
245, -1.0, 21.0, 79.0, 65.0
246, -135.0, -4.0, 80.0, 74.0
247, -45.0, -22.0, 66.0, 78.0
248, -159.0, -12.0, 73.0, 65.0
249, -14.0, -2.0, 66.0, 71.0
250, 22.0, 10.0, 73.0, 62.0
251, 112.0, -14.0, 51.0, 74.0
252, 88.0, 23.0, 52.0, 67.0
253, 5.0, 14.0, 64.0, 68.0
254, -252.0, 8.0, 74.0, 73.0
255, -75.0, 7.0, 54.0, 61.0
0, 8.0, 10.0, 71.0, 60.0
1, 55.0, -7.0, 95.0, 75.0
2, 136.0, -9.0, 87.0, 76.0
3, -98.0, -6.0, 70.0, 73.0
4, 70.0, 11.0, 47.0, 75.0
5, 213.0, 4.0, 66.0, 71.0
6, -102.0, 14.0, 66.0, 90.0
7, 73.0, 12.0, 72.0, 75.0
8, -77.0, -3.0, 79.0, 65.0
9, -3.0, -13.0, 61.0, 77.0
10, -96.0, 20.0, 61.0, 90.0
11, 117.0, 2.0, 73.0, 84.0
12, -90.0, -5.0, 79.0, 70.0
13, -30.0, 0.0, 76.0, 75.0
14, 295.0, 17.0, 54.0, 100.0
15, 6.0, 4.0, 59.0, 76.0
16, -89.0, 10.0, 69.0, 61.0
17, 51.0, 12.0, 71.0, 69.0
18, 176.0, -7.0, 82.0, 63.0
19, 224.0, 15.0, 81.0, 63.0
20, -4.0, 25.0, 80.0, 62.0
21, 5.0, -12.0, 67.0, 78.0
22, -15.0, 4.0, 54.0, 58.0
23, -59.0, -16.0, 61.0, 70.0
24, 8.0, -4.0, 67.0, 72.0
25, 68.0, 0.0, 81.0, 60.0
26, -316.0, 2.0, 72.0, 73.0
27, 87.0, 5.0, 76.0, 78.0
28, -157.0, 14.0, 63.0, 77.0
29, -179.0, 17.0, 62.0, 69.0
30, -102.0, -3.0, 57.0, 63.0
31, 24.0, 0.0, 81.0, 72.0
32, -209.0, 1.0, 70.0, 81.0
33, -37.0, 24.0, 58.0, 79.0
34, 46.0, -12.0, 55.0, 72.0
35, 11.0, -6.0, 73.0, 53.0
36, 13.0, 4.0, 58.0, 58.0
37, 50.0, 0.0, 70.0, 43.0
38, 68.0, 13.0, 91.0, 60.0
39, 145.0, -11.0, 69.0, 88.0
40, 121.0, 0.0, 44.0, 74.0
41, -92.0, 8.0, 70.0, 91.0
42, 63.0, 20.0, 52.0, 60.0
43, 68.0, -4.0, 79.0, 67.0
44, -32.0, 3.0, 68.0, 77.0
45, -85.0, 1.0, 74.0, 67.0
46, 48.0, 0.0, 71.0, 62.0
47, -69.0, -1.0, 45.0, 69.0
48, -151.0, -9.0, 73.0, 72.0
49, 9.0, 18.0, 44.0, 75.0
50, -22.0, -6.0, 57.0, 75.0
51, -248.0, 3.0, 54.0, 86.0
52, 4.0, 6.0, 70.0, 72.0
53, -153.0, 11.0, 68.0, 70.0
54, -21.0, -5.0, 48.0, 52.0
55, -197.0, 3.0, 74.0, 64.0
56, -29.0, -9.0, 67.0, 62.0
57, 91.0, 14.0, 83.0, 77.0
58, 106.0, -25.0, 46.0, 62.0
59, -48.0, -8.0, 80.0, 105.0
60, 140.0, -9.0, 59.0, 66.0
61, -54.0, 11.0, 75.0, 63.0
62, -141.0, -1.0, 45.0, 93.0
63, 156.0, 20.0, 67.0, 59.0
64, -144.0, -3.0, 82.0, 74.0
65, 0.0, -2.0, 70.0, 87.0
66, -31.0, -16.0, 82.0, 92.0
67, 102.0, 13.0, 75.0, 76.0
68, -68.0, 2.0, 54.0, 73.0
69, -13.0, 18.0, 71.0, 71.0
70, 84.0, 18.0, 57.0, 65.0
71, -82.0, -3.0, 74.0, 59.0
72, 13.0, 0.0, 65.0, 69.0
73, 82.0, -2.0, 75.0, 79.0
74, 215.0, -2.0, 76.0, 55.0
75, -79.0, 18.0, 78.0, 68.0
76, -129.0, 16.0, 79.0, 83.0
77, 79.0, -2.0, 61.0, 76.0
78, 0.0, 4.0, 76.0, 87.0
79, 205.0, 17.0, 64.0, 62.0
80, 52.0, 0.0, 46.0, 80.0
81, -116.0, -9.0, 72.0, 71.0
82, -21.0, 10.0, 70.0, 62.0
83, 29.0, 0.0, 69.0, 83.0
84, -222.0, 3.0, 64.0, 70.0
85, -57.0, 21.0, 47.0, 67.0
86, 208.0, 26.0, 64.0, 65.0
87, 61.0, 6.0, 66.0, 78.0
88, -251.0, -12.0, 64.0, 78.0
89, -65.0, 3.0, 56.0, 72.0
90, 38.0, 0.0, 64.0, 62.0
91, 191.0, 2.0, 84.0, 89.0
92, 5.0, 7.0, 63.0, 69.0
93, -66.0, 14.0, 66.0, 91.0
94, -42.0, 12.0, 57.0, 85.0
95, 0.0, 14.0, 71.0, 79.0
96, 219.0, 12.0, 80.0, 59.0
97, -159.0, -1.0, 53.0, 69.0
98, 180.0, 22.0, 64.0, 66.0
99, -198.0, 10.0, 58.0, 74.0
100, 59.0, -3.0, 83.0, 73.0
101, -133.0, 14.0, 75.0, 66.0
102, -26.0, 9.0, 84.0, 60.0
103, -133.0, 11.0, 80.0, 72.0
104, -201.0, 4.0, 61.0, 66.0
105, -92.0, 11.0, 71.0, 86.0
106, -66.0, 7.0, 74.0, 69.0
107, 55.0, 0.0, 57.0, 58.0
108, -6.0, 0.0, 82.0, 79.0
109, 97.0, -21.0, 75.0, 89.0
110, -105.0, 5.0, 69.0, 54.0
111, -129.0, -6.0, 56.0, 94.0
112, 67.0, -8.0, 54.0, 72.0
113, 163.0, 5.0, 49.0, 79.0
114, 104.0, -8.0, 93.0, 65.0
115, -40.0, 8.0, 35.0, 78.0
116, -190.0, 0.0, 53.0, 68.0
117, 141.0, 15.0, 44.0, 89.0
118, 37.0, -1.0, 58.0, 72.0
119, -50.0, -4.0, 70.0, 53.0
120, -116.0, 1.0, 68.0, 66.0
121, -117.0, 8.0, 68.0, 81.0
122, -193.0, -3.0, 63.0, 55.0
123, 95.0, 1.0, 63.0, 55.0
124, 77.0, 10.0, 68.0, 82.0
125, 11.0, 2.0, 72.0, 91.0
126, -6.0, -16.0, 85.0, 57.0
127, 165.0, 1.0, 71.0, 68.0
128, -4.0, 0.0, 75.0, 68.0
129, -24.0, 21.0, 75.0, 73.0
130, 59.0, 4.0, 70.0, 91.0
131, 95.0, 4.0, 73.0, 65.0
132, -90.0, 11.0, 79.0, 62.0
133, -74.0, 21.0, 71.0, 95.0
134, 17.0, -4.0, 71.0, 67.0
135, 20.0, -11.0, 68.0, 66.0
136, 75.0, 9.0, 58.0, 78.0
137, 177.0, -8.0, 87.0, 63.0
138, -44.0, 5.0, 71.0, 59.0
139, 52.0, 8.0, 68.0, 75.0
140, 188.0, 15.0, 66.0, 82.0
141, 191.0, 7.0, 67.0, 74.0
142, 18.0, 3.0, 78.0, 90.0
143, -206.0, -12.0, 58.0, 69.0
144, 58.0, -2.0, 70.0, 93.0
145, 65.0, 0.0, 70.0, 80.0
146, 88.0, 2.0, 67.0, 64.0
147, -81.0, 29.0, 78.0, 68.0
148, 266.0, 11.0, 74.0, 66.0
149, 15.0, 9.0, 65.0, 62.0
150, 55.0, 2.0, 56.0, 75.0
151, 58.0, 11.0, 71.0, 75.0
152, 73.0, 0.0, 85.0, 61.0
153, -143.0, 6.0, 67.0, 87.0
154, -133.0, 10.0, 75.0, 58.0
155, 126.0, -1.0, 68.0, 57.0
156, 229.0, -1.0, 60.0, 65.0
157, 28.0, 8.0, 71.0, 71.0
158, -156.0, 22.0, 81.0, 51.0
159, 103.0, 16.0, 68.0, 89.0
160, 29.0, 6.0, 75.0, 97.0
161, -15.0, 34.0, 65.0, 55.0
162, -151.0, -10.0, 73.0, 68.0
163, 158.0, 0.0, 59.0, 69.0
164, -29.0, -9.0, 61.0, 84.0
165, 49.0, 16.0, 83.0, 55.0
166, -124.0, 24.0, 85.0, 59.0
167, 28.0, -4.0, 63.0, 73.0
168, 5.0, 5.0, 71.0, 87.0
169, -34.0, 1.0, 68.0, 69.0
170, 23.0, -10.0, 66.0, 71.0
171, 209.0, 11.0, 67.0, 68.0
172, 146.0, 5.0, 93.0, 90.0
173, 5.0, 4.0, 73.0, 68.0
174, -146.0, 19.0, 81.0, 78.0
175, -42.0, 0.0, 69.0, 60.0
176, -19.0, 5.0, 59.0, 73.0
177, -70.0, 16.0, 57.0, 73.0
178, 65.0, -10.0, 67.0, 62.0
179, 19.0, 14.0, 47.0, 62.0
180, 185.0, 15.0, 72.0, 74.0
181, 79.0, -3.0, 59.0, 76.0
182, 12.0, 7.0, 63.0, 85.0
183, -22.0, 7.0, 65.0, 71.0
184, 9.0, 13.0, 54.0, 74.0
185, -228.0, -5.0, 61.0, 47.0
186, 116.0, -12.0, 76.0, 64.0
187, -2.0, -2.0, 52.0, 73.0
188, 78.0, -26.0, 67.0, 71.0
189, 44.0, 18.0, 65.0, 93.0
190, 90.0, 22.0, 65.0, 66.0
191, 65.0, 15.0, 45.0, 68.0
192, -95.0, -4.0, 66.0, 68.0
193, 101.0, 3.0, 75.0, 77.0
194, 105.0, 14.0, 80.0, 67.0
195, 7.0, -2.0, 76.0, 91.0
196, -37.0, 20.0, 76.0, 71.0
197, 122.0, 1.0, 60.0, 76.0
198, 137.0, 0.0, 77.0, 66.0
199, -199.0, 8.0, 60.0, 75.0
200, 23.0, 14.0, 67.0, 78.0
201, -17.0, 19.0, 89.0, 67.0
202, 64.0, 0.0, 58.0, 64.0
203, -176.0, -1.0, 64.0, 54.0
204, 11.0, 15.0, 65.0, 77.0
205, -189.0, 13.0, 80.0, 53.0
206, -87.0, -4.0, 76.0, 71.0
207, 51.0, 7.0, 59.0, 74.0
208, 54.0, -4.0, 66.0, 63.0
209, 34.0, -1.0, 76.0, 50.0
210, -32.0, 14.0, 67.0, 88.0
211, -208.0, -10.0, 75.0, 45.0
212, -100.0, 2.0, 61.0, 64.0
213, 153.0, 11.0, 87.0, 50.0
214, 82.0, 0.0, 67.0, 88.0
215, -111.0, -1.0, 67.0, 75.0
216, -145.0, 0.0, 78.0, 80.0
217, -81.0, -15.0, 64.0, 70.0
218, 21.0, 14.0, 88.0, 77.0
219, -137.0, -2.0, 55.0, 84.0
220, -49.0, 25.0, 87.0, 62.0
221, 155.0, 10.0, 63.0, 72.0
222, -120.0, 0.0, 74.0, 81.0
223, -119.0, 7.0, 58.0, 74.0
224, -62.0, 15.0, 84.0, 78.0
225, -73.0, -4.0, 64.0, 65.0
226, -21.0, 7.0, 80.0, 77.0
227, 227.0, 21.0, 56.0, 66.0
228, 0.0, 0.0, 49.0, 72.0
229, -11.0, 9.0, 67.0, 69.0
230, -288.0, 11.0, 54.0, 96.0
231, -105.0, 0.0, 74.0, 81.0
232, 41.0, 4.0, 61.0, 92.0
233, 76.0, 12.0, 73.0, 86.0
234, 139.0, 10.0, 45.0, 96.0
235, 165.0, -4.0, 64.0, 62.0
236, 77.0, 11.0, 77.0, 54.0
237, 92.0, 29.0, 63.0, 73.0
238, 132.0, 3.0, 76.0, 70.0
239, -1.0, 0.0, 68.0, 70.0
240, 157.0, -15.0, 55.0, 64.0
241, 211.0, 21.0, 71.0, 52.0
242, -130.0, 0.0, 66.0, 92.0
243, -3.0, -2.0, 62.0, 72.0
244, 82.0, 18.0, 82.0, 80.0
245, 2.0, 9.0, 83.0, 70.0
246, 99.0, -9.0, 81.0, 71.0
247, -88.0, 16.0, 84.0, 91.0
248, -52.0, -6.0, 62.0, 77.0
249, -122.0, 17.0, 72.0, 69.0
250, 158.0, 4.0, 61.0, 67.0
251, 22.0, -9.0, 72.0, 93.0
252, -118.0, 18.0, 75.0, 92.0
253, -137.0, 0.0, 63.0, 82.0
254, -39.0, 6.0, 69.0, 71.0
255, -111.0, 0.0, 68.0, 68.0
0, -133.0, -7.0, 75.0, 83.0
1, -55.0, 8.0, 73.0, 67.0
2, -71.0, 0.0, 63.0, 87.0
3, 67.0, 0.0, 65.0, 99.0
4, 31.0, 10.0, 69.0, 73.0
5, -134.0, 5.0, 47.0, 75.0
6, 22.0, 15.0, 54.0, 68.0
7, -119.0, -12.0, 74.0, 70.0
8, -31.0, 5.0, 71.0, 74.0
9, -248.0, 14.0, 59.0, 70.0
10, -103.0, 16.0, 79.0, 98.0
11, 17.0, 12.0, 80.0, 73.0
12, 66.0, -6.0, 80.0, 61.0
13, 43.0, 5.0, 85.0, 78.0
14, 35.0, 0.0, 62.0, 64.0
15, -46.0, 32.0, 70.0, 83.0
16, 25.0, -13.0, 54.0, 71.0
17, -184.0, 1.0, 63.0, 59.0
18, -4.0, -18.0, 75.0, 82.0
19, -63.0, 12.0, 62.0, 83.0
20, 35.0, 9.0, 65.0, 79.0
21, -79.0, 13.0, 57.0, 68.0
22, -28.0, -3.0, 58.0, 79.0
23, -132.0, 10.0, 59.0, 76.0
24, -10.0, 13.0, 58.0, 73.0
25, -12.0, 5.0, 65.0, 74.0
26, 49.0, -16.0, 81.0, 83.0
27, -81.0, 5.0, 77.0, 64.0
28, 2.0, -7.0, 83.0, 56.0
29, -10.0, -8.0, 70.0, 67.0
30, 83.0, 16.0, 77.0, 79.0
31, -35.0, -2.0, 65.0, 66.0
32, -172.0, 3.0, 64.0, 69.0
33, 114.0, 7.0, 85.0, 75.0
34, 93.0, -12.0, 65.0, 53.0
35, 107.0, 11.0, 59.0, 60.0
36, -13.0, 0.0, 95.0, 78.0
37, -143.0, 12.0, 55.0, 47.0
38, -185.0, 2.0, 61.0, 87.0
39, -54.0, 1.0, 71.0, 87.0
40, 146.0, 11.0, 67.0, 74.0
41, 5.0, -2.0, 67.0, 76.0
42, -112.0, 0.0, 59.0, 86.0
43, 72.0, -17.0, 62.0, 73.0
44, -191.0, 13.0, 73.0, 60.0
45, -10.0, -16.0, 66.0, 58.0
46, 119.0, 2.0, 61.0, 58.0
47, 69.0, 19.0, 70.0, 65.0
48, -84.0, 24.0, 66.0, 77.0
49, 78.0, -5.0, 62.0, 66.0
50, 73.0, 14.0, 56.0, 71.0
51, -86.0, 0.0, 64.0, 71.0
52, -70.0, 2.0, 60.0, 57.0
53, 230.0, 3.0, 66.0, 67.0
54, -4.0, 5.0, 59.0, 65.0
55, 61.0, -5.0, 53.0, 73.0
56, 6.0, 18.0, 78.0, 57.0
57, 70.0, 12.0, 75.0, 73.0
58, 66.0, 4.0, 53.0, 81.0
59, -197.0, 0.0, 66.0, 53.0
60, -87.0, 2.0, 77.0, 78.0
61, -5.0, -3.0, 76.0, 78.0
62, 25.0, 13.0, 67.0, 74.0
63, 117.0, 2.0, 72.0, 76.0
64, -54.0, 22.0, 64.0, 79.0
65, -98.0, 10.0, 67.0, 91.0
66, 138.0, 7.0, 53.0, 68.0
67, 77.0, 1.0, 96.0, 78.0
68, -53.0, 0.0, 60.0, 71.0
69, -99.0, 8.0, 81.0, 75.0
70, 12.0, 18.0, 85.0, 62.0
71, 242.0, 10.0, 41.0, 50.0
72, 68.0, -2.0, 77.0, 75.0
73, 58.0, 22.0, 69.0, 62.0
74, -147.0, 16.0, 66.0, 70.0
75, 151.0, -1.0, 51.0, 79.0
76, 219.0, 16.0, 59.0, 75.0
77, 12.0, 2.0, 64.0, 54.0
78, -148.0, 4.0, 58.0, 75.0
79, 28.0, 10.0, 64.0, 56.0
80, -15.0, 2.0, 59.0, 92.0
81, -39.0, 24.0, 61.0, 79.0
82, -133.0, -11.0, 82.0, 77.0
83, -16.0, 4.0, 58.0, 63.0
84, -225.0, 10.0, 75.0, 81.0
85, -109.0, 17.0, 63.0, 81.0
86, -45.0, -11.0, 76.0, 87.0
87, 117.0, 0.0, 94.0, 78.0
88, -51.0, -2.0, 75.0, 70.0
89, 107.0, 24.0, 81.0, 51.0
90, 32.0, 2.0, 60.0, 74.0
91, -149.0, 0.0, 61.0, 59.0
92, -5.0, -2.0, 70.0, 57.0
93, 111.0, 12.0, 61.0, 79.0
94, 158.0, 5.0, 62.0, 75.0
95, 98.0, 10.0, 71.0, 54.0
96, -166.0, 0.0, 64.0, 72.0
97, 195.0, 6.0, 61.0, 67.0
98, 102.0, -2.0, 61.0, 70.0
99, -81.0, -11.0, 78.0, 67.0
100, 95.0, 9.0, 57.0, 83.0
101, 57.0, 18.0, 97.0, 86.0
102, -26.0, 8.0, 57.0, 78.0
103, -290.0, -16.0, 49.0, 53.0
104, 64.0, 16.0, 72.0, 77.0
105, -139.0, 13.0, 59.0, 57.0
106, 171.0, 2.0, 58.0, 56.0
107, -120.0, -10.0, 55.0, 79.0
108, 54.0, 9.0, 76.0, 100.0
109, -133.0, 5.0, 55.0, 64.0
110, -87.0, 14.0, 77.0, 84.0
111, 9.0, -5.0, 55.0, 71.0
112, 62.0, 9.0, 71.0, 85.0
113, -158.0, 1.0, 66.0, 97.0
114, -10.0, 3.0, 79.0, 89.0
115, -162.0, 5.0, 54.0, 65.0
116, 123.0, -20.0, 54.0, 63.0
117, -28.0, 0.0, 84.0, 59.0
118, 35.0, 6.0, 74.0, 77.0
119, -83.0, 17.0, 62.0, 79.0
120, -45.0, -33.0, 54.0, 49.0
121, 108.0, 15.0, 71.0, 83.0
122, -42.0, 18.0, 65.0, 75.0
123, 43.0, 15.0, 74.0, 67.0
